Algorithm: LambdaMART 
Dataset:   MQ2007

Performance on testing set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4623	0.4519	0.4478	0.4504	0.4527	0.4589	0.4642	0.4682	0.4705	0.4729	0.5263
Fold2	0.3982	0.3972	0.406	0.4108	0.416	0.4191	0.424	0.4311	0.4351	0.4368	0.4928
Fold3	0.4356	0.4435	0.4385	0.4421	0.4434	0.445	0.4474	0.4521	0.4548	0.4596	0.5156
Fold4	0.3795	0.3724	0.3765	0.381	0.3828	0.3934	0.4015	0.4089	0.4153	0.4202	0.4773
Fold5	0.4012	0.4093	0.4114	0.4088	0.4167	0.4244	0.4295	0.4346	0.4422	0.4469	0.5018
Avg	0.41536	0.41486	0.41604	0.41862	0.42232	0.42816	0.43332	0.43898	0.44358	0.44728	0.50276

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.5	0.4747	0.4593	0.4479	0.4321	0.4231	0.4167	0.4115	0.4051	0.3958	0.4883
Fold2	0.4572	0.4484	0.4484	0.4381	0.4307	0.4194	0.413	0.4115	0.4031	0.392	0.462
Fold3	0.4985	0.4735	0.4435	0.4292	0.4118	0.4017	0.3974	0.389	0.3809	0.3743	0.47
Fold4	0.4543	0.4292	0.4159	0.4056	0.3929	0.3869	0.3831	0.3765	0.371	0.3652	0.4429
Fold5	0.4661	0.4499	0.4356	0.4189	0.4183	0.41	0.4037	0.3956	0.39	0.385	0.468
Avg	0.47522	0.45514	0.44054	0.42794	0.41716	0.40822	0.40278	0.39682	0.39002	0.38246	0.46624

Performance on validation set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4277	0.4398	0.4389	0.4441	0.4417	0.4471	0.4495	0.4546	0.4594	0.4637	0.5183
Fold2	0.4583	0.4412	0.4498	0.4525	0.4541	0.4548	0.4594	0.4623	0.4655	0.47	0.52
Fold3	0.4012	0.4036	0.4076	0.4112	0.4107	0.4145	0.4203	0.4248	0.4291	0.4363	0.4915
Fold4	0.4425	0.4484	0.4541	0.4495	0.451	0.4568	0.4571	0.4603	0.4653	0.4678	0.5214
Fold5	0.3628	0.3719	0.378	0.379	0.3855	0.3917	0.4021	0.4122	0.4179	0.4238	0.4779
Avg	0.4185	0.42098	0.42568	0.42726	0.4286	0.43298	0.43768	0.44284	0.44744	0.45232	0.50582

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.4926	0.4794	0.4513	0.4381	0.4236	0.4174	0.4062	0.3979	0.3917	0.3844	0.4766
Fold2	0.506	0.4688	0.4663	0.4509	0.4369	0.4246	0.4171	0.4077	0.4015	0.3955	0.4855
Fold3	0.4779	0.4602	0.4533	0.4417	0.4271	0.4135	0.4071	0.4004	0.3959	0.3929	0.4627
Fold4	0.5074	0.4853	0.4661	0.4388	0.426	0.4204	0.4092	0.3986	0.3923	0.3826	0.4762
Fold5	0.4395	0.4292	0.414	0.399	0.39	0.3845	0.3826	0.3798	0.3736	0.3693	0.4453
Avg	0.48468	0.46458	0.4502	0.4337	0.42072	0.41208	0.40444	0.39688	0.391	0.38494	0.46926

Performance on training set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4579	0.4522	0.4516	0.4495	0.4486	0.4515	0.456	0.4599	0.4645	0.468	0.5225
Fold2	0.5562	0.5145	0.5019	0.4977	0.4956	0.4948	0.4966	0.4999	0.504	0.507	0.5608
Fold3	0.6006	0.5564	0.5435	0.535	0.532	0.5313	0.5313	0.5341	0.5361	0.5371	0.5882
Fold4	0.5362	0.5012	0.4951	0.492	0.4925	0.4932	0.4972	0.5009	0.5037	0.5068	0.5563
Fold5	0.4954	0.4788	0.4752	0.4733	0.4739	0.4769	0.4799	0.4818	0.484	0.4879	0.5404
Avg	0.52926	0.50062	0.49346	0.4895	0.48852	0.48954	0.4922	0.49532	0.49846	0.50136	0.55364

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.5241	0.4975	0.4762	0.4528	0.4348	0.4207	0.4127	0.4027	0.3955	0.3866	0.4824
Fold2	0.6264	0.5511	0.5074	0.4796	0.4584	0.4395	0.4255	0.4136	0.405	0.3945	0.5137
Fold3	0.6716	0.5922	0.5444	0.5099	0.4854	0.465	0.4477	0.4369	0.4255	0.4131	0.5394
Fold4	0.6006	0.5365	0.5056	0.4818	0.4665	0.4507	0.4408	0.4321	0.4227	0.4127	0.5159
Fold5	0.5592	0.5108	0.4865	0.4635	0.4505	0.439	0.4301	0.4188	0.408	0.4004	0.4995
Avg	0.59638	0.53762	0.50402	0.47752	0.45912	0.44298	0.43136	0.42082	0.41134	0.40146	0.51018
