Algorithm: MART 
Dataset:   MQ2008

Performance on testing set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3803	0.3878	0.4273	0.445	0.4662	0.4755	0.4887	0.4339	0.2127	0.2151	0.4726
Fold2	0.3546	0.362	0.3895	0.4099	0.4257	0.4472	0.4473	0.4253	0.174	0.1767	0.439
Fold3	0.3567	0.3753	0.3997	0.4263	0.4398	0.4581	0.4608	0.4409	0.2399	0.2433	0.4665
Fold4	0.4289	0.4602	0.4937	0.5114	0.5293	0.5364	0.5482	0.497	0.2928	0.2953	0.5408
Fold5	0.3652	0.4268	0.4512	0.4789	0.5046	0.5258	0.5336	0.5008	0.2218	0.2252	0.5133
Avg	0.37714	0.40242	0.43228	0.4543	0.47312	0.4886	0.49572	0.45958	0.22824	0.23112	0.48644

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.4487	0.3974	0.3974	0.3702	0.3487	0.3194	0.2958	0.2772	0.2578	0.2404	0.4651
Fold2	0.4013	0.3599	0.3503	0.3264	0.3045	0.2941	0.2712	0.2564	0.2378	0.2217	0.4346
Fold3	0.4076	0.3854	0.3588	0.3424	0.321	0.3025	0.2803	0.2611	0.247	0.2318	0.4484
Fold4	0.5096	0.4809	0.465	0.4315	0.4153	0.3885	0.364	0.3368	0.3121	0.2936	0.5237
Fold5	0.4459	0.4331	0.3992	0.3742	0.3529	0.3323	0.3066	0.289	0.2682	0.2516	0.5019
Avg	0.44262	0.41134	0.39414	0.36894	0.34848	0.32736	0.30358	0.2841	0.26458	0.24782	0.47474

Performance on validation set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3992	0.4634	0.4782	0.511	0.5232	0.5378	0.544	0.513	0.2238	0.2301	0.5318
Fold2	0.3675	0.4135	0.4372	0.4534	0.4735	0.4876	0.4971	0.4421	0.2222	0.2283	0.4763
Fold3	0.3482	0.3657	0.3887	0.4043	0.4139	0.4299	0.4376	0.4197	0.1668	0.1715	0.4353
Fold4	0.3694	0.3769	0.4068	0.4315	0.4425	0.458	0.4604	0.4467	0.2431	0.2473	0.4687
Fold5	0.4268	0.4735	0.4984	0.5202	0.5311	0.5469	0.5499	0.4981	0.2923	0.2958	0.552
Avg	0.38222	0.4186	0.44186	0.46408	0.47684	0.49204	0.4978	0.46392	0.22964	0.2346	0.49282

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.4713	0.4586	0.4225	0.3981	0.3541	0.3291	0.3057	0.2882	0.2696	0.251	0.5109
Fold2	0.4487	0.4167	0.3953	0.3766	0.3526	0.3248	0.2976	0.274	0.2557	0.2436	0.4637
Fold3	0.4076	0.3694	0.3503	0.3232	0.2981	0.2845	0.2702	0.2548	0.2392	0.2268	0.4339
Fold4	0.4204	0.3726	0.3631	0.3455	0.3146	0.2941	0.2766	0.2667	0.2484	0.2357	0.4537
Fold5	0.5159	0.4841	0.4522	0.4331	0.4051	0.3885	0.3612	0.3336	0.3128	0.2949	0.5364
Avg	0.45278	0.42028	0.39668	0.3753	0.3449	0.3242	0.30226	0.28346	0.26514	0.2504	0.47972

Performance on training set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3984	0.4337	0.4559	0.4741	0.4881	0.5005	0.5051	0.4756	0.2465	0.2482	0.5058
Fold2	0.465	0.4855	0.5117	0.535	0.5487	0.5591	0.5637	0.5269	0.283	0.2863	0.5587
Fold3	0.439	0.4647	0.4932	0.5208	0.5357	0.5499	0.5554	0.5041	0.2604	0.2647	0.5409
Fold4	0.4333	0.4401	0.4694	0.4912	0.5104	0.5193	0.522	0.485	0.2197	0.2223	0.5139
Fold5	0.3972	0.4137	0.4431	0.4613	0.4749	0.4877	0.4915	0.4586	0.2254	0.2282	0.4875
Avg	0.42658	0.44754	0.47466	0.49648	0.51156	0.5233	0.52754	0.49004	0.247	0.24994	0.52136

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.465	0.4363	0.4062	0.379	0.3541	0.3362	0.3136	0.2927	0.2739	0.2548	0.4921
Fold2	0.5329	0.4851	0.4529	0.4214	0.3894	0.3616	0.3364	0.3129	0.2892	0.2701	0.5428
Fold3	0.5085	0.4649	0.4411	0.4191	0.3877	0.361	0.3334	0.3088	0.2861	0.2687	0.5268
Fold4	0.5	0.4351	0.4149	0.3883	0.3634	0.3301	0.3043	0.2827	0.2626	0.246	0.5059
Fold5	0.4596	0.416	0.3901	0.3649	0.34	0.3174	0.2933	0.2729	0.2544	0.2385	0.4769
Avg	0.4932	0.44748	0.42104	0.39454	0.36692	0.34126	0.3162	0.294	0.27324	0.25562	0.5089
