Algorithm: MART 
Dataset:   MQ2007

Performance on testing set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4385	0.44	0.4425	0.4459	0.4489	0.452	0.4544	0.4569	0.4579	0.4589	0.5229
Fold2	0.4159	0.4245	0.4223	0.4275	0.4288	0.4338	0.4372	0.4399	0.4432	0.4506	0.5007
Fold3	0.4267	0.427	0.4285	0.4343	0.4399	0.4432	0.4463	0.4518	0.4562	0.4591	0.5106
Fold4	0.3992	0.3965	0.3964	0.4024	0.417	0.421	0.4276	0.4343	0.4399	0.446	0.4954
Fold5	0.3972	0.4056	0.4146	0.4263	0.4331	0.4346	0.4398	0.4458	0.4533	0.459	0.5103
Avg	0.4155	0.41872	0.42086	0.42728	0.43354	0.43692	0.44106	0.44574	0.4501	0.45472	0.50798

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.494	0.4955	0.4861	0.4821	0.478	0.4752	0.4702	0.4665	0.461	0.4563	0.4748
Fold2	0.4926	0.4853	0.47	0.4676	0.4566	0.4469	0.4399	0.4303	0.4189	0.4145	0.4706
Fold3	0.4897	0.4631	0.4503	0.441	0.4336	0.4213	0.4126	0.4063	0.3989	0.39	0.469
Fold4	0.4897	0.472	0.4474	0.4388	0.4372	0.4243	0.4189	0.4119	0.4041	0.3947	0.4683
Fold5	0.472	0.4587	0.4503	0.4506	0.4407	0.4248	0.418	0.4093	0.4041	0.3976	0.477
Avg	0.4876	0.47492	0.46082	0.45602	0.44922	0.4385	0.43192	0.42486	0.4174	0.41062	0.47194

Performance on validation set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4179	0.4179	0.4139	0.4133	0.4161	0.4186	0.4221	0.4252	0.4286	0.4318	0.5126
Fold2	0.4603	0.4601	0.4605	0.4591	0.4618	0.4634	0.4721	0.4748	0.48	0.4855	0.5294
Fold3	0.4425	0.4356	0.429	0.4314	0.4345	0.4424	0.445	0.451	0.4552	0.4601	0.5073
Fold4	0.4336	0.4258	0.4241	0.4253	0.434	0.4398	0.4425	0.4496	0.4546	0.462	0.5092
Fold5	0.3904	0.4164	0.4116	0.4172	0.4288	0.432	0.4373	0.4423	0.4493	0.4558	0.503
Avg	0.42894	0.43116	0.42782	0.42926	0.43504	0.43924	0.4438	0.44858	0.45354	0.45904	0.5123

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.4926	0.4926	0.4769	0.469	0.459	0.4523	0.448	0.4447	0.4422	0.4401	0.4723
Fold2	0.5119	0.4881	0.4712	0.4576	0.4482	0.438	0.4328	0.4256	0.42	0.4137	0.485
Fold3	0.5192	0.5044	0.4759	0.4698	0.4619	0.4582	0.4458	0.4381	0.4284	0.4198	0.4781
Fold4	0.5044	0.4661	0.4435	0.4299	0.4265	0.4204	0.4113	0.4052	0.3972	0.3926	0.4667
Fold5	0.4985	0.4882	0.4582	0.4447	0.4366	0.4248	0.4168	0.4063	0.3989	0.3912	0.4738
Avg	0.50532	0.48788	0.46514	0.4542	0.44644	0.43874	0.43094	0.42398	0.41734	0.41148	0.47518

Performance on training set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4494	0.4513	0.4503	0.4547	0.4571	0.4613	0.4663	0.4709	0.4756	0.4812	0.5294
Fold2	0.453	0.4573	0.4596	0.4611	0.4643	0.4677	0.4719	0.4768	0.4827	0.4883	0.5367
Fold3	0.4747	0.4832	0.4872	0.4849	0.4884	0.4908	0.496	0.5004	0.5056	0.5112	0.5568
Fold4	0.5069	0.4924	0.4896	0.4923	0.4941	0.4975	0.5008	0.5041	0.5081	0.5124	0.5583
Fold5	0.4389	0.4456	0.4486	0.452	0.4543	0.4565	0.4606	0.4641	0.4687	0.4739	0.5209
Avg	0.46458	0.46596	0.46706	0.469	0.47164	0.47476	0.47912	0.48326	0.48814	0.4934	0.54042

Folds	P@1	P@2	P@3	P@4	P@5	P@6	P@7	P@8	P@9	P@10	MAP
Fold1	0.5241	0.5029	0.4821	0.4707	0.4598	0.4487	0.4405	0.4317	0.4226	0.415	0.4883
Fold2	0.527	0.5064	0.488	0.4712	0.4578	0.4444	0.4336	0.4234	0.4156	0.408	0.494
Fold3	0.5424	0.5247	0.5099	0.4899	0.4763	0.4622	0.4525	0.441	0.4322	0.425	0.5117
Fold4	0.5759	0.539	0.5155	0.5007	0.4862	0.4755	0.4651	0.4536	0.4438	0.4352	0.5171
Fold5	0.5099	0.4911	0.4783	0.4662	0.4533	0.4405	0.4348	0.4267	0.4188	0.4115	0.4788
Avg	0.53586	0.51282	0.49476	0.47974	0.46668	0.45426	0.4453	0.43528	0.4266	0.41894	0.49798
